passenger_id,household_income,college_saving,retirement_contribution_strategy,assets_retirement_pct_invested,assets_retirement,client_employment_status,housing_situation,saving_emergency_fund_months,assets_liquid,housing_transaction_timing,mortgage_type,life_insurance,mortgage_term,mortgage_rate,estate_plan,rent_monthly,client_age,sentiment_finances,divorce,education,employer_sponsored,has_children,has_dependent_relatives,has_partner,healthcare,lower_monthly_payment,managing_credit_score,moving,new_child
121395,,,,,,Not working / Other,Rent,,,,,No / Not sure,,,No,,56.64,60.6,0,0,,0,0,1,,,,1,0
139841,,,,,,Not working / Other,,,,,,"Yes, my own",,,,,52.65,58.2,,0,,0,0,0,,,,,
51656,,,,,,Not working / Other,,,,,,,,,,,71.61,52.2,,0,,,,,,,,,
196034,,,,,,Not working / Other,Rent,,,,,No / Not sure,,,No,,52.44,49.2,1,0,,0,1,0,,,,1,0
78136,,,,,,Not working / Other,Other,,,,,No / Not sure,,,Not sure,,20.52,49.2,0,1,,0,0,0,,,,,0
12309,,,,,,Not working / Other,Rent,,,,,No / Not sure,,,No,,39.6,0.0,0,0,,0,0,0,,,,0,0
14442,,,,,,Not working / Other,Rent,,,,,"Yes, my own",,,No,,37.2,98.1,0,0,,0,0,0,,,,1,0
82675,,,,,,Not working / Other,Other,,,,,No / Not sure,,,No,,60.97,0.0,,0,,0,0,0,,,,1,
183167,,,,,,Not working / Other,Other,,,,,No / Not sure,,,No,,66.34,0.0,0,0,,0,0,0,,,,1,0
54182,,,,,,Not working / Other,,,,,,,,,,,33.66,61.2,,0,,,,,,,,,
62589,,,,,,Not working / Other,Rent,,,,,No / Not sure,,,No,,28.8,52.2,0,0,,0,0,1,,,,0,0
138473,,,,,,Not working / Other,Rent,,,,,No / Not sure,,,Yes,,48.41,54.6,0,0,,0,1,0,,,,0,0
154780,,,,,,Not working / Other,Rent,,,,,No / Not sure,,,No,,31.62,0.0,0,0,,0,0,0,,,,0,0
128286,,,,,,Not working / Other,Rent,,,,,No / Not sure,,,No,,32.3,48.0,0,0,,0,0,1,,,,0,0
175735,,,,,,Not working / Other,Rent,,,,,No / Not sure,,,Not sure,,51.84,48.0,0,0,,0,0,0,,,,0,0
204814,,,,,,Not working / Other,Rent,,,,,No / Not sure,,,No,,30.69,0.0,0,0,,0,0,0,,,,0,0
150013,,,,,,Not working / Other,Rent,,,,,No / Not sure,,,Yes,,59.95,93.6,0,0,,0,0,0,,,,0,0
59216,,,,,,Not working / Other,Rent,,,,,No / Not sure,,,Not sure,,31.02,61.8,0,0,,0,0,0,,,,0,0
110688,,Not applicable,,,,Not working / Other,Rent,,,,,No / Not sure,,,Not sure,,56.4,0.0,0,0,,1,0,0,,,,0,1
183182,,,,,,Not working / Other,Other,,,,,No / Not sure,,,No,,73.26,0.0,0,0,,0,1,1,,,,0,0
88894,,,,,,Not working / Other,Live rent-free,,,,,No / Not sure,,,No,,46.98,0.0,0,0,,0,0,0,,,,0,0
70715,,Not applicable,,,,Not working / Other,,,,,,"Yes, my own",,,Not sure,,70.72,59.4,0,0,,1,0,0,,,,,0
38262,,,,,,Not working / Other,,,,,,No / Not sure,,,,,27.0,142.8,,0,,0,0,0,,,,,
60244,,,,,,Not working / Other,Other,,,,,No / Not sure,,,No,,50.15,64.8,1,0,,0,0,1,,,,0,0
42735,,,,,,Full-time student,,,,,,,,,,,26.88,117.6,,0,,,,,,,,,
187744,,,,,,Full-time student,,,,,,,,,,,17.1,69.6,,0,,,,,,,,,
159725,,,,,,Full-time student,,,,,,,,,,,23.78,0.0,,0,,,,,,,,,
13348,,,,,,Full-time student,,,,,,,,,,,35.65,66.0,,0,,,,,,,,,
51893,,,,,,Full-time student,,,,,,,,,,,67.58,122.4,,0,,,,,,,,,
160791,,,,,,Full-time student,,,,,,,,,,,16.2,95.4,,0,,,,,,,,,
62207,,,,,,Full-time student,,,,,,,,,,,22.08,58.8,,0,,,,,,,,,
182845,,,,,,Full-time student,,,,,,,,,,,30.74,0.0,,1,,,,,,,,,
15426,,,,,,Full-time student,,,,,,,,,,,21.39,54.0,,0,,,,,,,,,
64601,,,,,,Full-time student,,,,,,,,,,,41.6,70.2,,1,,,,,,,,,
95977,,,,,,Full-time student,,,,,,,,,,,81.6,115.2,,0,,,,,,,,,
67188,,,,,,Full-time student,,,,,,,,,,,24.08,144.0,,0,,,,,,,,,
95756,,,,,,Full-time student,,,,,,,,,,,30.08,49.8,,0,,,,,,,,,
115852,,,,,,Full-time student,,,,,,,,,,,23.31,48.0,,1,,,,,,,,,
18566,,,,,,Full-time student,,,,,,,,,,,39.1,52.2,,0,,,,,,,,,
159599,,,,,,Full-time student,,,,,,,,,,,35.97,51.6,,0,,,,,,,,,
195914,,,,,,Full-time student,,,,,,,,,,,39.6,66.0,,1,,,,,,,,,
192335,,,,,,Full-time student,,,,,,,,,,,18.54,54.6,,0,,,,,,,,,
198728,,,,,,Full-time student,,,,,,,,,,,35.31,64.8,,1,,,,,,,,,
11532,,,,,,Full-time student,,,,,,,,,,,20.34,53.4,,0,,,,,,,,,
183426,,,,,,Full-time student,,,,,,,,,,,50.85,62.4,,1,,,,,,,,,
137136,,,,,,Full-time student,,,,,,,,,,,25.92,140.4,,0,,,,,,,,,
191345,,,,,,Own a business,Rent,,,As soon as I can,,No / Not sure,,,No,600,62.4,0.0,0,0,,0,0,0,,,0,,0
45203,,,,,,Own a business,,,,,,,,,,,65.49,53.4,,0,,,,,,,,,
194417,,,,,,Own a business,Rent,,,,,"Yes, my own",,,No,,33.99,98.1,,0,,0,0,1,,,,,
120009,,,,,,Own a business,,,,,,"Yes, my own",,,Yes,,18.18,138.0,,0,,0,0,0,,,,,
159304,,,,,,Own a business,,,,,,"Yes, my own",,,,,57.57,71.4,,0,,0,0,1,,,,,
100285,,,,,,Own a business,,,,,,,,,,,39.9,52.2,,0,,,,,,,,,
204823,,,,,,Own a business,,,,,,,,,,,44.64,52.2,,0,,,,,,,,,
115747,,,,,,Own a business,,,,,,,,,,,18.05,81.0,,0,,1,0,0,,,,,
160293,,,,,,Own a business,,,,,,,,,,,52.2,0.0,,0,,,,,,,,,
110381,,,,,,Own a business,Other,,,,,No / Not sure,,,No,,56.68,60.6,,0,,0,0,0,,,,,
132265,,,,,,Own a business,,,,,,,,,,,56.18,54.6,,0,,,,,,,,,
150781,,,,,,Own a business,,,,,,,,,,,54.05,69.0,,0,,0,0,1,,,,,
85063,,,,,,Retired,,,,,,No / Not sure,,,Not sure,,60.06,50.4,,0,,0,0,1,,,,,
19104,,,,,,Retired,Other,,,,,No / Not sure,,,Not sure,,79.31,48.6,0,0,,1,0,0,,,,0,0
41510,,,,,,Retired,,,,,,No / Not sure,,,No,,56.65,70.8,,0,,1,0,0,,,,,
65757,,,,,,Retired,,,,,,,,,,,82.11,54.0,,0,,,,,,,,,
60793,,,,,,Retired,,,,,,,,,,,65.52,122.4,,0,,,,,,,,,
19507,,,,,,Retired,,,,,,,,,,,88.2,66.0,,0,,,,,,,,,
83010,,,,,,Retired,,,,,,,,,,,50.4,94.5,,0,,,,,,,,,
59166,,,,,,Retired,,,,,,,,,,,85.85,0.0,,0,,,,,,,,,
41972,,,,,,Retired,,,,,,,,,,,68.6,59.4,,0,,,,,,,,,
10585,,,,,,Retired,,,,,,,,,,,66.0,31.5,,0,,,,,,,,,
183487,,,,,,Retired,,,,,,,,,,,84.36,82.8,,0,,,,,,,,,
76062,,,,,,Retired,,,,,,,,,,,59.13,63.0,,0,,,,,,,,,
153784,,,,,,Retired,,,,,,,,,,,71.28,0.0,,0,,,,,,,,,
198595,,,,,,Retired,,,,,,,,,,,51.3,61.8,,0,,,,,,,,,
34314,,,,,,Retired,,,,,,,,,,,63.63,51.6,,0,,,,,,,,,
52179,,,,,,Retired,,,,,,,,,,,72.27,72.0,,0,,,,,,,,,
155690,,,,,,Retired,,,,,,,,,,,65.8,130.8,,0,,,,,,,,,
149687,,,,,,Retired,,,,,,,,,,,81.2,0.0,,0,,,,,,,,,
160242,,,,,,Retired,,,,,,,,,,,60.68,76.5,,0,,,,,,,,,
114680,,,,,,Retired,,,,,,,,,,,63.84,56.4,,0,,,,,,,,,
170578,,,,,,Retired,,,,,,,,,,,69.7,107.1,,0,,,,,,,,,
73252,,,,,,Retired,,,,,,,,,,,61.32,29.4,,0,,,,,,,,,
25617,,,,,,Retired,,,,,,,,,,,75.53,57.6,,0,,,,,,,,,
190411,,,,,,Retired,,,,,,,,,,,69.7,82.8,,0,,,,,,,,,
13744,,,,,,Retired,,,,,,,,,,,60.45,76.5,,0,,,,,,,,,
189839,,,,,,Retired,,,,,,,,,,,55.51,51.6,,0,,,,,,,,,
184819,,,,,,Retired,,,,,,,,,,,71.2,61.8,,0,,,,,,,,,
146441,,,,,,Retired,,,,,,,,,,,65.34,71.4,,0,,,,,,,,,
140024,,,,,,Retired,,,,,,,,,,,71.04,70.2,,0,,,,,,,,,
30416,,,,,,Retired,,,,,,,,,,,84.96,0.0,,0,,,,,,,,,
29648,,,,,,Retired,,,,,,,,,,,86.58,63.0,,0,,,,,,,,,
83423,,,,,,Retired,,,,,,,,,,,42.93,28.5,,1,,,,,,,,,
26552,,,,,,Retired,,,,,,,,,,,60.06,0.0,,0,,,,,,,,,
169926,,,,,,Retired,,,,,,,,,,,71.5,99.0,,0,,,,,,,,,
201266,,,,,,Retired,,,,,,,,,,,59.04,50.4,,0,,,,,,,,,
37982,,,,,,Retired,,,,,,,,,,,70.98,96.0,,0,,,,,,,,,
36452,,,,,,Retired,,,,,,,,,,,64.4,52.2,,0,,,,,,,,,
22089,,,,,,Retired,,,,,,,,,,,74.4,0.0,,0,,,,,,,,,
124480,,,,,,Retired,,,,,,,,,,,70.56,52.2,,0,,,,,,,,,
151360,,,,,,Retired,,,,,,,,,,,70.72,80.1,,0,,,,,,,,,
11488,,,,,,Retired,,,,,,,,,,,60.35,69.0,,0,,,,,,,,,
59727,,,,,,Retired,,,,,,,,,,,65.1,55.8,,0,,,,,,,,,
23762,,,,,,Retired,,,,,,,,,,,73.08,96.0,,0,,,,,,,,,
95101,,,,,,Retired,,,,,,,,,,,62.37,24.6,,0,,,,,,,,,
54222,,,,,,Retired,,,,,,,,,,,86.7,48.0,,0,,,,,,,,,
97464,,,,,,Retired,,,,,,,,,,,53.3,0.0,,0,,,,,,,,,
188200,,,,,,Retired,,,,,,,,,,,71.54,136.8,,0,,,,,,,,,
115399,,,,,,Retired,,,,,,,,,,,78.81,67.2,,0,,,,,,,,,
34128,,,,,,Retired,,,,,,,,,,,56.1,54.6,,0,,,,,,,,,
143787,,,,,,Retired,,,,,,,,,,,71.76,63.0,,0,,,,,,,,,
110881,,,,,,Retired,,,,,,,,,,,61.2,69.0,,0,,,,,,,,,
97884,,,,,,Retired,,,,,,,,,,,66.74,115.2,,0,,,,,,,,,
201808,,,,,,Retired,,,,,,,,,,,78.54,83.7,,0,,,,,,,,,
111683,,,,,,Retired,,,,,,,,,,,92.22,64.2,,0,,,,,,,,,
50735,,,,,,Retired,,,,,,,,,,,68.68,133.2,,0,,,,,,,,,
11844,,,,,,Retired,,,,,,,,,,,53.94,101.7,,0,,,,,,,,,
36044,,,,,,Retired,,,,,,,,,,,70.84,58.2,,0,,,,,,,,,
140178,,,,,,Retired,,,,,,,,,,,74.58,103.2,,0,,,,,,,,,
73182,,,,,,Retired,,,,,,,,,,,68.25,32.7,,0,,,,,,,,,
36344,,,,,,Retired,,,,,,,,,,,47.0,122.4,,1,,,,,,,,,
102712,,,,,,Retired,,,,,,,,,,,65.96,75.6,,0,,,,,,,,,
146737,,,,,,Retired,,,,,,,,,,,76.76,105.6,,0,,,,,,,,,
174694,,,,,,Retired,,,,,,,,,,,72.36,26.4,,0,,,,,,,,,
149908,,,,,,Retired,,,,,,,,,,,62.78,67.2,,0,,,,,,,,,
60266,,,,,,Retired,,,,,,,,,,,65.8,57.0,,0,,,,,,,,,
142872,,,,,,Retired,,,,,,,,,,,70.38,69.6,,0,,,,,,,,,
179137,,,,,,Retired,,,,,,,,,,,53.0,61.2,,0,,,,,,,,,
47058,,,,,,Retired,,,,,,,,,,,59.4,48.6,,1,,,,,,,,,
195921,,,,,,Retired,,,,,,,,,,,73.15,70.8,,0,,,,,,,,,
167925,,,,,,Retired,,,,,,,,,,,82.6,72.0,,0,,,,,,,,,
41005,,,,,,Retired,,,,,,,,,,,68.87,0.0,,0,,,,,,,,,
74696,,,,,,Retired,,,,,,,,,,,77.42,69.6,,0,,,,,,,,,
108114,,,,,,Retired,,,,,,,,,,,84.46,103.5,,0,,,,,,,,,
126345,,,,,,Retired,,,,,,,,,,,82.39,0.0,,0,,,,,,,,,
190055,,,,,,Retired,,,,,,,,,,,70.85,74.7,,0,,,,,,,,,
23389,,,,,,Retired,,,,,,,,,,,66.42,112.8,,0,,,,,,,,,
8631,,,,,,Retired,,,,,,,,,,,65.0,72.0,,0,,,,,,,,,
121771,,,,,,Retired,,,,,,,,,,,71.4,102.0,,0,,,,,,,,,
167125,,,,,,Retired,,,,,,,,,,,50.6,58.2,,0,,,,,,,,,
14930,,,,,,Retired,,,,,,,,,,,66.93,77.4,,0,,,,,,,,,
25982,,,,,,Retired,,,,,,,,,,,65.65,81.0,,0,,,,,,,,,
57307,,,,,,Retired,,,,,,,,,,,86.7,61.8,,0,,,,,,,,,
166251,,,,,,Retired,,,,,,,,,,,80.73,90.0,,0,,,,,,,,,
125316,,,,,,Retired,,,,,,,,,,,63.36,114.0,,0,,,,,,,,,
84394,,,,,,Retired,,,,,,,,,,,78.26,58.8,,0,,,,,,,,,
41458,,,,,,Retired,,,,,,,,,,,78.66,87.3,,0,,,,,,,,,
113141,,,,,,Retired,,,,,,,,,,,74.24,118.8,,0,,,,,,,,,
95363,,,,,,Retired,,,,,,,,,,,79.05,0.0,,0,,,,,,,,,
24377,,,,,,Retired,,,,,,,,,,,67.89,118.8,,0,,,,,,,,,
70786,,,,,,Retired,,,,,,,,,,,56.55,135.6,,0,,,,,,,,,
56626,,,,,,Retired,,,,,,,,,,,64.97,110.4,,0,,,,,,,,,
16106,,,,,,Retired,,,,,,,,,,,91.52,54.6,,0,,,,,,,,,
105030,,,,,,Retired,,,,,,,,,,,73.47,54.6,,0,,,,,,,,,
188,,,,,,Retired,,,,,,,,,,,55.0,0.0,,1,,,,,,,,,
55177,,,,,,Retired,,,,,,,,,,,78.54,58.8,,0,,,,,,,,,
24095,,,,,,Retired,,,,,,,,,,,71.71,0.0,,0,,,,,,,,,
152118,,,,,,Retired,,,,,,,,,,,75.48,49.2,,1,,,,,,,,,
145361,,,,,,Retired,,,,,,,,,,,58.22,63.6,,0,,,,,,,,,
153513,,,,,,Retired,,,,,,,,,,,58.32,124.8,,0,,,,,,,,,
140735,,,,,,Retired,,,,,,,,,,,82.6,59.4,,0,,,,,,,,,
53121,,,,,,Retired,,,,,,,,,,,61.44,118.8,,0,,,,,,,,,
4658,,,,,,Retired,,,,,,,,,,,61.48,58.2,,0,,,,,,,,,
189353,,,,,,Retired,,,,,,,,,,,78.78,99.0,,0,,,,,,,,,
89010,,,,,,Retired,,,,,,,,,,,68.0,133.2,,0,,,,,,,,,
156043,,,,,,Retired,,,,,,,,,,,55.44,0.0,,0,,,,,,,,,
190424,,,,,,Retired,,,,,,,,,,,68.53,0.0,,0,,,,,,,,,
167454,,,,,,Retired,,,,,,,,,,,17.82,55.2,,0,,,,,,,,,
198460,,,,,,Retired,,,,,,,,,,,113.85,54.0,,0,,,,,,,,,
122513,,,,,,Retired,,,,,,,,,,,58.1,144.0,,0,,,,,,,,,
90172,,,,,,Retired,,,,,,,,,,,77.04,79.2,,0,,,,,,,,,
13386,,,,,,Retired,,,,,,,,,,,69.12,142.8,,0,,,,,,,,,
141284,,,,,,Retired,,,,,,,,,,,94.8,58.8,,0,,,,,,,,,
138831,,,,,,Retired,,,,,,,,,,,40.17,0.0,,0,,,,,,,,,
8187,,,,,,Retired,,,,,,,,,,,83.78,66.6,,0,,,,,,,,,
157751,,,,,,Retired,,,,,,,,,,,69.58,67.8,,0,,,,,,,,,
13904,,,,,,Retired,,,,,,,,,,,61.56,67.8,,0,,,,,,,,,
104133,,,,,,Retired,,,,,,,,,,,71.38,70.8,,0,,,,,,,,,
146952,,,,,,Retired,,,,,,,,,,,48.88,55.2,,0,,,,,,,,,
165535,,,,,,Retired,,,,,,,,,,,56.61,104.4,,0,,,,,,,,,
5789,,,,,,Retired,,,,,,,,,,,78.85,58.8,,0,,,,,,,,,
33864,,,,,,Retired,,,,,,,,,,,97.75,66.6,,0,,,,,,,,,
104136,,,,,,Retired,,,,,,,,,,,67.9,104.4,,0,,,,,,,,,
74325,,,,,,Retired,,,,,,,,,,,70.62,0.0,,0,,,,,,,,,
101259,,,,,,Retired,,,,,,,,,,,66.0,110.4,,0,,,,,,,,,
23259,,,,,,Retired,,,,,,,,,,,55.8,57.0,,0,,,,,,,,,
71843,,,,,,Retired,,,,,,,,,,,69.68,52.2,,0,,,,,,,,,
1287,,,,,,Retired,,,,,,,,,,,64.68,81.9,,0,,,,,,,,,
160816,,,,,,Retired,,,,,,,,,,,80.73,0.0,,0,,,,,,,,,
84168,,,,,,Retired,,,,,,,,,,,79.2,110.4,,0,,,,,,,,,
164338,,,,,,Retired,,,,,,,,,,,96.0,50.4,,0,,,,,,,,,
101508,,,,,,Retired,,,,,,,,,,,78.39,33.6,,0,,,,,,,,,
34537,,,,,,Retired,,,,,,,,,,,78.81,142.8,,0,,,,,,,,,
102508,,,,,,Retired,,,,,,,,,,,62.16,74.7,,0,,,,,,,,,
3082,,,,,,Retired,,,,,,,,,,,73.47,48.6,,0,,,,,,,,,
185640,,,,,,Retired,,,,,,,,,,,84.75,0.0,,0,,,,,,,,,
180524,,,,,,Retired,,,,,,,,,,,97.58,97.2,,0,,,,,,,,,
192538,,,,,,Retired,,,,,,,,,,,77.39,81.9,,0,,,,,,,,,
71193,,,,,,Retired,,,,,,,,,,,77.25,64.2,,0,,,,,,,,,
21198,,,,,,Retired,,,,,,,,,,,56.0,136.8,,0,,,,,,,,,
116520,,,,,,Retired,,,,,,,,,,,56.28,52.8,,0,,,,,,,,,
28856,,,,,,Retired,,,,,,,,,,,65.0,55.8,,0,,,,,,,,,
131858,,,,,,,,,,,,,,,,,,99.6,,0,,,,,,,,,
41311,,,,,,,,,,,,,,,,,,114.0,,0,,,,,,,,,
38993,,,,,,,,,,,,,,,,,,135.6,,,,,,,,,,,
54500,,,,,,,,,,,,,,,,,,99.6,,1,,,,,,,,,
144198,,,,,,,,,,,,,,,,,22.68,97.2,,1,,,,,,,,,
112471,,,,,,,,,,,,,,,,,,122.4,,0,,,,,,,,,
25991,,,,,,,,,,,,,,,,,,126.0,,,,,,,,,,,
187007,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,
192681,,,,,,,,,,,,,,,,,,140.4,,,,,,,,,,,
118053,,,,,,,,,,,,,,,,,,130.8,,,,,,,,,,,
142736,,,,,,,,,,,,,,,,,,139.2,,0,,,,,,,,,
190191,,,,,,,,,,,,,,,,,,129.6,,,,,,,,,,,
116598,,,,,,,,,,,,,,,,,,106.8,,,,,,,,,,,
35860,,,,,,,,,,,,,,,,,,133.2,,0,,,,,,,,,
52810,,,,,,,,,,,,,,,,,,117.6,,,,,,,,,,,
186307,,,,,,,,,,,,,,,,,,123.6,,0,,,,,,,,,
173031,,,,,,,,,,,,,,,,,,138.0,,0,,,,,,,,,
159213,,,,,,,,,,,,,,,,,,139.2,,0,,,,,,,,,
18682,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,
64680,,,,,,,,,,,,,,,,,,99.6,,0,,,,,,,,,
135580,,,,,,,,,,,,,,,,,,135.6,,,,,,,,,,,
75781,,,,,,,,,,,,,,,,,,117.6,,0,,,,,,,,,
161118,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,
129989,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,
23063,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,
156289,,,,,,,,,,,,,,,,,,102.0,,0,,,,,,,,,
69765,,,,,,,,,,,,,,,,,,122.4,,,,,,,,,,,
103190,,,,,,,,,,,,,,,,,,124.8,,0,,,,,,,,,
58050,,,,,,,,,,,,,,,,,,102.0,,,,,,,,,,,
171838,,,,,,,,,,,,,,,,,,144.0,,0,,,,,,,,,
4990,,,,,,,,,,,,,,,,,,140.4,,,,,,,,,,,
70111,,,,,,,,,,,,,,,,,,124.8,,,,,,,,,,,
28841,,,,,,,,,,,,,,,,,,108.0,,,,,,,,,,,
174953,,,,,,,,,,,,,,,,,,99.6,,1,,,,,,,,,
152168,,,,,,,,,,,,,,,,,,141.6,,,,,,,,,,,
149369,,,,,,,,,,,,,,,,,,99.6,,,,,,,,,,,
148590,,,,,,,,,,,,,,,,,,132.0,,1,,,,,,,,,
39542,,,,,,,,,,,,,,,,,,141.6,,,,,,,,,,,
185468,,,,,,,,,,,,,,,,,,141.6,,0,,,,,,,,,
118988,,,,,,,,,,,,,,,,,,134.4,,0,,,,,,,,,
178704,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,
39899,,,,,,,,,,,,,,,,,,97.2,,,,,,,,,,,
46794,,,,,,,,,,,,,,,,,,123.6,,1,,,,,,,,,
61698,,,,,,,,,,,,,,,,,78.0,114.0,,0,,,,,,,,,
162763,,,,,,,,,,,,,,,,,,104.4,,0,,,,,,,,,
118665,,,,,,,,,,,,,,,,,,138.0,,0,,,,,,,,,
30439,,,,,,,,,,,,,,,,,,99.6,,0,,,,,,,,,
113654,,,,,,,,,,,,,,,,,,128.4,,,,,,,,,,,
115371,,,,,,,,,,,,,,,,,,116.4,,,,,,,,,,,
181210,,,,,,,,,,,,,,,,,,144.0,,0,,,,,,,,,
139869,,,,,,,,,,,,,,,,,,106.8,,,,,,,,,,,
86446,,,,,,,,,,,,,,,,,,115.2,,,,,,,,,,,
99811,,,,,,,,,,,,,,,,,,99.6,,0,,,,,,,,,
144749,,,,,,,,,,,,,,,,,43.2,130.8,,0,,,,,,,,,
84367,,,,,,,,,,,,,,,,,,97.2,,,,,,,,,,,
91335,,,,,,,,,,,,,,,,,,105.6,,,,,,,,,,,
103346,,,,,,,,,,,,,,,,,,127.2,,0,,,,,,,,,
28319,,,,,,,,,,,,,,,,,,133.2,,,,,,,,,,,
144388,,,,,,,,,,,,,,,,,,135.6,,,,,,,,,,,
38994,,,,,,,,,,,,,,,,,,133.2,,0,,,,,,,,,
114764,,,,,,,,,,,,,,,,,,111.6,,0,,,,,,,,,
164127,,,,,,,,,,,,,,,,,,109.2,,,,,,,,,,,
101478,,,,,,,,,,,,,,,,,,102.0,,0,,,,,,,,,
101884,,,,,,,,,,,,,,,,,,123.6,,,,,,,,,,,
78060,,,,,,,,,,,,,,,,,,124.8,,,,,,,,,,,
159132,,,,,,,,,,,,,,,,,,122.4,,0,,,,,,,,,
159151,,,,,,,,,,,,,,,,,,109.2,,,,,,,,,,,
174113,,,,,,,,,,,,,,,,,,134.4,,,,,,,,,,,
6634,,,,,,,,,,,,,,,,,,121.2,,,,,,,,,,,
106248,,,,,,,,,,,,,,,,,,99.6,,,,,,,,,,,
128166,,,,,,,,,,,,,,,,,,129.6,,,,,,,,,,,
113026,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,
106024,,,,,,,,,,,,,,,,,,96.0,,0,,,,,,,,,
170089,,,,,,,,,,,,,,,,,,117.6,,,,,,,,,,,
102557,,,,,,,,,,,,,,,,,,140.4,,,,,,,,,,,
180912,,,,,,,,,,,,,,,,,,96.0,,,,,,,,,,,
138692,,,,,,,,,,,,,,,,,,136.8,,,,,,,,,,,
151002,,,,,,,,,,,,,,,,,,98.4,,0,,,,,,,,,
44928,,,,,,,,,,,,,,,,,,114.0,,,,,,,,,,,
29605,,,,,,,,,,,,,,,,,,108.0,,0,,,,,,,,,
198599,,,,,,,,,,,,,,,,,,134.4,,,,,,,,,,,
205092,,,,,,,,,,,,,,,,,,139.2,,0,,,,,,,,,
193218,,,,,,,,,,,,,,,,,,136.8,,,,,,,,,,,
193870,,,,,,,,,,,,,,,,,,138.0,,,,,,,,,,,
2309,,,,,,,,,,,,,,,,,,132.0,,,,,,,,,,,
63782,,,,,,,,,,,,,,,,,,135.6,,,,,,,,,,,
62716,,,,,,,,,,,,,,,,,,110.4,,,,,,,,,,,
150198,,,,,,,,,,,,,,,,,,98.4,,0,,,,,,,,,
1935,,,,,,,,,,,,,,,,,,108.0,,0,,,,,,,,,
66980,,,,,,,,,,,,,,,,,,141.6,,0,,,,,,,,,
179139,,,,,,,,,,,,,,,,,,111.6,,0,,,,,,,,,
90798,,,,,,,,,,,,,,,,,,108.0,,0,,,,,,,,,
63544,,,,,,,,,,,,,,,,,,103.2,,0,,,,,,,,,
129384,,,,,,,,,,,,,,,,,,130.8,,,,,,,,,,,
196716,,,,,,,,,,,,,,,,,,138.0,,0,,,,,,,,,
203945,,,,,,,,,,,,,,,,,,118.8,,,,,,,,,,,
52632,,,,,,,,,,,,,,,,,,138.0,,0,,,,,,,,,
133241,,,,,,,,,,,,,,,,,,133.2,,0,,,,,,,,,
86730,,,,,,,,,,,,,,,,,,63.6,,,,,,,,,,,
198177,,,,,,,,,,,,,,,,,,67.2,,,,,,,,,,,
36540,,,,,,,,,,,,,,,,,,49.2,,,,,,,,,,,
134240,,,,,,,,,,,,,,,,,,55.8,,,,,,,,,,,
94947,,,,,,,,,,,,,,,,,,72.0,,0,,,,,,,,,
151033,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,
152406,,,,,,,,,,,,,,,,,,52.2,,,,,,,,,,,
10264,,,,,,,,,,,,,,,,,,64.8,,,,,,,,,,,
130221,,,,,,,,,,,,,,,,,,60.6,,1,,,,,,,,,
37166,,,,,,,,,,,,,,,,,,69.6,,0,,,,,,,,,
2231,,,,,,,,,,,,,,,,,,54.6,,0,,,,,,,,,
193200,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,
192473,,,,,,,,,,,,,,,,,,60.6,,0,,,,,,,,,
57411,,,,,,,,,,,,,,,,,,49.2,,,,,,,,,,,
105310,,,,,,,,,,,,,,,,,,55.8,,,,,,,,,,,
103955,,,,,,,,,,,,,,,,,,48.6,,0,,,,,,,,,
155313,,,,,,,,,,,,,,,,,,80.1,,,,,,,,,,,
143303,,,,,,,,,,,,,,,,,,57.6,,0,,,,,,,,,
98762,,,,,,,,,,,,,,,,,,57.6,,,,,,,,,,,
54216,,,,,,,,,,,,,,,,,,50.4,,,,,,,,,,,
5962,,,,,,,,,,,,,,,,,,55.2,,,,,,,,,,,
119165,,,,,,,,,,,,,,,,,,69.0,,0,,,,,,,,,
38552,,,,,,,,,,,,,,,,,,48.6,,0,,,,,,,,,
162461,,,,,,,,,,,,,,,,,,71.4,,,,,,,,,,,
111386,,,,,,,,,,,,,,,,,,55.2,,0,,,,,,,,,
199934,,,,,,,,,,,,,,,,,,64.8,,,,,,,,,,,
3860,,,,,,,,,,,,,,,,,,71.4,,,,,,,,,,,
33320,,,,,,,,,,,,,,,,,,61.8,,,,,,,,,,,
175654,,,,,,,,,,,,,,,,,,84.6,,,,,,,,,,,
135138,,,,,,,,,,,,,,,,,,54.0,,,,,,,,,,,
20103,,,,,,,,,,,,,,,,,,57.0,,0,,,,,,,,,
20264,,,,,,,,,,,,,,,,,,91.8,,,,,,,,,,,
136757,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,
77449,,,,,,,,,,,,,,,,,,69.0,,,,,,,,,,,
120599,,,,,,,,,,,,,,,,,,54.6,,0,,,,,,,,,
186324,,,,,,,,,,,,,,,,,,54.0,,1,,,,,,,,,
98994,,,,,,,,,,,,,,,,,,55.8,,,,,,,,,,,
184236,,,,,,,,,,,,,,,,,,67.8,,,,,,,,,,,
